#id;name;owner;core,;population;culturex%,;administrative division;trade_goods;life_rating;continent,,,,,,,,,,,,,,,,,,,,,,,,,,
2543;Apia;NZL;SAM;194;polynesian 92.6%," white_anglo 7.4%;Apia;oil_seeds;15;""oceania""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1783;Dakar;FRA;SEN;3137;black_french 42%, french 4%," wolof 54%;Dakar;fish;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1784;Saint;FRA;SEN;454;Fula 100%;Saint;fish;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786;Linguere;FRA;SEN;874;Fula 80%," wolof 20%;Linguere;oil_seeds;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1787;Diourbel;FRA;SEN;1497;fula 17%," wolof 83%;Diourbel;oil_seeds;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1788;Kaolack;FRA;SEN;2361;serer 83%," wolof 17%;Kaolack;fish;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1789;Podor;FRA;SEN;454;Fula 90%," wolof 10%;Podor;oil_seeds;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1790;Matam;FRA;SEN;562;Fula 90%," wolof 10%;Matam;oil_seeds;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1791;Bakel;FRA;SEN;833;Mande 23%," wolof 77%;Bakel;cattle;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1792;Ziguinchor;FRA;SEN;1001;Mande 19%, jola 51%," wolof 30%;Ziguinchor;fish;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1793;Velingara;FRA;SEN;714;Mande 27%," wolof 73%;Velingara;fish;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2573;Mboul;FRA;SEN;1788;fula 54%," wolof 46%;Mboul;fish;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Senegal;FRA;;0;Wolof 43.3%, fula 23.8%, Serer 14.7%, Jola 3.7%, Mande 4.1%, white_french 1%, black_french 9.4%;13869;;;,,,,,,,,,,,,,,,,,,,,,,
791;Mitrovica;YUG;SER," VOJ;311;serb 100%;Mitrovica;oil_seeds;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
792;Pancevo;YUG;SER, VOJ;724;german 4%," serb 96%;Pancevo;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
794;Belgrade;YUG;SER;1835;roma 8%," serb 92%;Belgrade;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"795;Bor;YUG;SER;303;serb 100%;Bor;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"796;Kragujevac;YUG;SER;502;serb 100%;Kragujevac;other_minerals;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"797;Uzice;YUG;SER;793;serb 100%;Uzice;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"798;Nis;YUG;SER;673;serb 100%;Nis;oil_seeds;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"799;Leskovac;YUG;SER;373;serb 100%;Leskovac;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
800;Ulcinj;YUG;SER,MON;231;albanian 17%," serb 83%;Ulcinj;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
802;Pristina;YUG;SER,KOS;1682;albanian 96%, serb 1.5%, bosniak 1.5%," turkish 1%;Pristina;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
803;Prizren;YUG;SER,KOS;275;albanian 38%," serb 62%;Prizren;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
804;Novi Pazar;YUG;SER;540;bosniak 27%," serb 73%;Novi Pazar;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2538;Novi Sad;YUG;SER, VOJ;979;hungarian 26%, croat 10%," serb 64%;Novi Sad;sugar;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
2569;Niksic;YUG;SER,"MON;72;serb 100%;Niksic;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2577;Pljevlja;YUG;SER,MON;369;bosniak 19%," serb 81%;Pljevlja;bauxite;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
2582;Kotor;YUG;SER,"MON;71;serb 100%;Kotor;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2583;Cetinje;YUG;SER,"MON;35;serb 100%;Cetinje;other_minerals;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Yugoslavia;YUG;;0;Serb 83.3%, Hungarian 3.5%, Roma 2.1%, Bosniak 2%, croat 0.2%;9768;;;,,,,,,,,,,,,,,,,,,,,,,,,
2127;Seychelles;ENG;SEY;92;black_french 97%, Indian 1%, indian_muslim 1%," Chinese 1%;Seychelles;fish;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
1346;Bangkok;THI;THI;10360;chinese 55%, burmese 8%," thai 37%;Bangkok;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1347;Lopburi;THI;THI;4853;thai 80%," chinese 20%;Lopburi;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1348;Nakhon Sawan;THI;THI;4853;thai 100%;Nakhon Sawan;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1349;Sukothai;THI;THI;4853;thai 100%;Sukothai;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1350;Nakhon Ratchasima;THI;THI;5262;thai 100%;Nakhon Ratchasima;sugar;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351;Prachinburi;THI;THI;4853;chinese 20%," thai 80%;Prachinburi;sugar;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1352;Phuket;THI;THI;2132;malay 27%, burmese 23%," thai 50%;Phuket;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1353;Ratchaburi;THI;THI;2631;karen 6%, chinese 24%," thai 70%;Ratchaburi;iron;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1354;Nakhon Si Thammarat;THI;THI;4877;malay 12%, chinese 10%," thai 78%;Nakhon Si Thammarat;rubber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1355;Chiang Mai;THI;THI;2291;karen 7%," thai 93%;Chiang Mai;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1358;Udon Thani;THI;THI;4853;thai 100%;Udon Thani;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359;Sisaket;THI;THI;5557;khmer 20%," thai 80%;Sisaket;timber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1365;Chanthaburi;THI;THI;1360;khmer 15%, chinese 10%," thai 75%;Chanthaburi;rubber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1392;Pattani;THI;THI,PAT;1879;malay 95%," chinese 5%;Pattani;rubber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
"2572;Nan;THI;THI;4172;thai 100%;Nan;grain;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Thailand;THI;;0;Thai 76.9%, chinese 14%, Burmese 2%, malay 4.6%, karen 0.5%, khmer 2%;64786;;;,,,,,,,,,,,,,,,,,,,,,,,
2227;Saint Kitts;ENG;SKN;40;black_anglo 92%, indian 5%," chinese 3%;Saint Kitts;fish;35;""north_america""",,,,,,,,,,,,,,,,,,,,,,,,,,
1624;Seoul;USA;SKO;12377;chinese 3.5%," korean 96.5%;Seoul;other_minerals;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1628;Inchon;USA;SKO;2879;korean 100%;Inchon;fish;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1630;Kangnung;USA;SKO;771;korean 100%;Kangnung;iron;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1631;Wonju;USA;SKO;771;korean 100%;Wonju;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1632;Pusan;USA;SKO;3333;korean 100%;Pusan;fish;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1633;Taegu;USA;SKO;5273;korean 100%;Taegu;wool;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1634;Pohang;USA;SKO;2699;korean 100%;Pohang;fish;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1635;Kwangju;USA;SKO;5251;korean 100%;Kwangju;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1636;Taejon;USA;SKO;2501;korean 100%;Taejon;coal;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637;Cheju;USA;SKO," JDO;593;korean 100%;Cheju;fish;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;South Korea;USA;;0;korean 98.3%, chinese 1.7%;46448;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,
"767;Maribor;YUG;SLO;1084;slovene 100%;Maribor;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
768;Ljubljana;YUG;SLO;827;Slovene 87%, Serb 5%, Croat 5%," Bosniak 3%;Ljubljana;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
"769;Postojna;YUG;SLO;106;slovene 100%;Postojna;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Slovenia;YUG;;2017;Slovene 95.1%, Serb 2%, Croat 1.8%, Bosniak 1.1%;;;;,,,,,,,,,,,,,,,,,,,,,,,,,
1873;Berbera;ENG;SOM,"SML;1750;somali 100%;Berbera;wool;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1874;Zeyla;ENG;SOM,"SML;1750;somali 100%;Zeyla;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Somaliland;ENG;;0;somali 100%;3500;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384;Singapore;ENG;SNG;5469;Chinese 74.2%, Malay 13.3%, Indian 9.2%," indonesian 3.3%;Singapore;rubber;30;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
"1923;Lagos;ENG;NGE;9019;Yoruba 100%;Lagos;cotton;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1924;Abeokuta;ENG;NGE;3751;Yoruba 100%;Ogun;grain;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925;Ibadan;ENG;NGE;7794;Yoruba 100%;Oyo,"Osun;coffee;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1926;Ife;ENG;NGE;3440;Yoruba 100%;Ondo;rubber;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1927;Ilorin;ENG;NGE;2591;Yoruba 100%;Kwara;cattle;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1928;Benin;ENG;NGE;3497;igbo 100%;Edo;cattle;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929;Akure;ENG;NGE;2737;Yoruba 41%, igbo 7%," african_minor 52%;Ekiti;rubber;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1930;Lokoja;ENG;NGE;3595;Yoruba 80%," ibo 20%;Kogi;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1931;Warri;ENG;NGE,BIF;8708;Ijaw 12%, igbo 8%, ibo  80%;Delta," Bayelsa;petroleum;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,
1932;Bonny;ENG;NGE,BIF;6689;Ijaw 29%," ibibio 71%;Rivers;petroleum;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1933;Awka;ENG;NGE,BIF;7322;Ibo 100%;Imo," Anaba;petroleum;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1934;Calabar;ENG;NGE,BIF;5463;Ibibio 100%;Akwa Ibom," Cross River;petroleum;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1935;Aruchukwu;ENG;NGE,BIF;5313;Ibo 100%;Ebonyi,"Enugu;fish;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1936;Makurdi;ENG;NGE;4235;Tiv 86%," ibo 14%;Benue;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1937;Tukari;ENG;NGE;2688;nupe 100%;Taraba;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938;Bussa;ENG;NGE;1975;black_muslim 17%," fula 83%;Niger;oil_seeds;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1939;Zaria;ENG;NGE;6066;fula 100%;Kaduna;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1940;Bida;ENG;NGE;1975;fula 100%;Niger;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941;Abuja;ENG;NGE;1405;black_anglo 51%," black_muslim 49%;Abuja;timber;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1942;Bauchi;ENG;NGE;4635;hausa 24%," fula 76%;Bauchi;grain;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1943;Jos;ENG;NGE;5218;nupe 20%, african_minor 5%, black_muslim 25%, fula 50%;Nassarawa," Plateau;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,
1944;Gombe;ENG;NGE;2353;hausa 50%," african_minor 50%;Gombe;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1945;Kano;ENG;NGE;11058;hausa 100%;Kano;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946;Kebbi;ENG;NGE;3630;hausa 80%," african_minor 20%;Kebbi;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1947;Katsina;ENG;NGE;6483;hausa 100%;Katsina;timber;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948;Sokoto;ENG;NGE;8082;hausa 90%, african_minor 10%;Sokoto," Zamfara;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
"1949;Hadejia;ENG;NGE;4988;hausa 100%;Jigawa;coal;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1950;Yola;ENG;NGE;3737;fula 100%;Adaamawa;grain;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1951;Kuka;ENG;NGE;2294;Kanuri 100%;Borno;cotton;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952;Nguru;ENG;NGE;2757;Kanuri 45%," fula 55%;Yobe;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1953;Dikoa;ENG;NGE;2294;Kanuri 100%;Borno;fruit;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Nigeria;ENG;;0;Hausa 24%, Fula 11%, Yoruba 21%, Ibo 18%, igbo 3%, Ijaw 2%, Kanuri 4%, Ibibio 7%, Tiv 2.5%, black_muslim 1.6%, african_minor 3.0%, black_anglo 0.5%, nupe 2.4%;145792;;;,,,,,,,,,,,,,,,,
2534;Solomon Islands;ENG;SOL;495;Melanesian 95.3%," Polynesian 4.7%;Solomon Islands;timber;15;""oceania""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2536;Santa Cruz Islands;ENG;SOL;21;Melanesian 95.3%," Polynesian 4.7%;Santa Cruz Islands;fish;15;""oceania""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Solomon Islands;ENG;;516;Melanesian 95.3%, Polynesian 4.7%;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868;Mogadishu;ENG;SOM;2554;somali 85%, italian 4%, swahili 5%," sunni_arab 6%;Mogadishu;fruit;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
"1869;Baidoa;ENG;SOM;1100;somali 100%;Baidoa;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870;Kismayo;ENG;SOM;1100;Mushunguli 90%," somali 10%;Kismayo;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1871;Hobye;ENG;SOM;1100;somali 100%;Hobye;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872;Busaso;ENG;SOM," PUL;1074;somali 100%;Busaso;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Somalia;ENG;;0;Somali 89%, Mushunguli 9%, swahili 1.1%, sunni_arab 0.9%;10428;;;,,,,,,,,,,,,,,,,,,,,,,,,,
1091;Pasanauri;RUS;GEO,SOT;99;ossetian 67%, georgian 29%, russian 3%," armenian 1%;Pasanauri;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
474;La Coruna;SPA;SPA, GAL;1383;portuguese 58%," spanish 42%;La Coruna;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
"475;Oviedo;SPA;SPA;1068;spanish 100%;Oviedo;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
476;Vigo;SPA;SPA, GAL;1383;portuguese 58%," spanish 42%;Vigo;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
"477;Leon;SPA;SPA;691;spanish 100%;Leon;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"478;Santander;SPA;SPA;593;spanish 100%;Santander;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"479;Burgos;SPA;SPA;375;spanish 100%;Burgos;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"480;Valladolid;SPA;SPA;706;spanish 100%;Valladolid;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"481;Soria;SPA;SPA;95;spanish 100%;Soria;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"482;Salamanca;SPA;SPA;352;spanish 100%;Salamanca;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"483;Avila;SPA;SPA;334;spanish 100%;Avila;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"484;Badajoz;SPA;SPA;333;spanish 100%;Badajoz;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"485;Almendralejo;SPA;SPA;333;spanish 100%;Almendralejo;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"486;Caceres;SPA;SPA;433;spanish 100%;Caceres;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
487;Madrid;SPA;SPA;6489;jewish 1%," spanish 99%;Madrid;fruit;40;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"488;Siguenza;SPA;SPA;257;spanish 100%;Siguenza;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"489;Toledo;SPA;SPA;711;spanish 100%;Toledo;other_minerals;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"490;Cuenca;SPA;SPA;218;spanish 100%;Cuenca;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"491;Ciudad Real;SPA;SPA;506;spanish 100%;Ciudad Real;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
492;BIlbao;SPA;EUS,SPA;2166;basque 30%," spanish 70%;BIlbao;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
493;Pamplona;SPA;EUS,SPA;644;basque 11%," spanish 89%;Pamplona;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
"494;Logrono;SPA;SPA;308;spanish 100%;Logrono;other_minerals;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
495;Zaragoza;SPA;SPA;973;catalan 4%," spanish 96%;Zaragoza;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
496;Huesca;SPA;SPA;228;catalan 3%," spanish 97%;Huesca;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"497;Teruel;SPA;SPA;138;spanish 100%;Teruel;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
498;Barcelona;SPA;SPA,CAT;5507;catalan 60%," spanish 40%;Barcelona;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
499;Gerona;SPA;SPA,CAT;752;catalan 95%," spanish 5%;Gerona;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
500;Lerida;SPA;SPA,CAT;439;catalan 85%," spanish 15%;Lerida;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
501;Tarragona;SPA;SPA,CAT;805;catalan 75%," spanish 25%;Tarragona;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
502;Balearic Islands;SPA;SPA,CAT;1106;catalan 35%," spanish 65%;Balearic Islands;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
503;Valencia;SPA;SPA,CAT;2566;catalan 25%, white_spanish 30%," spanish 45%;Valencia;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
504;Castellon;SPA;SPA,CAT;604;catalan 70%," spanish 30%;Castellon;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
505;Alicante;SPA;SPA,CAT;1917;catalan 35%,"spanish 65%;Alicante;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
"506;Cartagena;SPA;SPA;1000;spanish 100%;Cartagena;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"507;Murcia;SPA;SPA;470;spanish 100%;Murcia;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"508;Albacete;SPA;SPA;402;spanish 100%;Albacete;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
509;Seville;SPA;SPA," ADL;1982;spanish 100%;Seville;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
510;Cordoba;SPA;SPA," ADL;805;spanish 100%;Cordoba;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
511;Huelva;SPA;SPA," ADL;521;spanish 100%;Huelva;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
512;Cadiz;SPA;SPA," ADL;1243;spanish 100%;Cadiz;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
513;Granada;SPA;SPA," ADL;924;spanish 100%;Granada;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
514;Malaga;SPA;SPA," ADL;1625;spanish 100%;Malaga;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
515;Almeria;SPA;SPA," ADL;702;spanish 100%;Almeria;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
516;Jaen;SPA;SPA," ADL;670;spanish 100%;Jaen;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1689;Melilla;SPA;MOR,SPA;160;berber 50%," spanish 50%;Melilla;fish;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
2136;Canary Islands;SPA;MOR,SPA;2117;spanish 86%," white_spanish 14%;Canary Islands;fruit;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Spain;SPA;;0;spanish 63.66%, catalan 17%, mestizo 3%, white_spanish 3%, black_spanish 0.2%, sunni_arab 4%, portuguese 7%, basque 2%, jewish 0.14%;47034;;;,,,,,,,,,,,,,,,,,,,,
1321;Colombo;ENG;SRL;7209;indian_muslim 20%," sinhala 80%;Colombo;tobacco;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1322;Jaffna;ENG;SRL,TAE;1060;tamil 95%," sinhala 5%;Jaffna;rubber;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1323;Kandy;ENG;SRL;6993;tamil 5%," sinhala 95%;Kandy;tea;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1324;Trincomalee;ENG;SRL,TAE;1547;tamil 55%, indian_muslim 20%," sinhala 25%;Trincomalee;tea;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Sri Lanka;ENG;;0;Sinhala 77%, indian_muslim 10%, Tamil 13%;16809;;;,,,,,,,,,,,,,,,,,,,,,,,,,,
1884;Freetown;ENG;SRN;2824;black_anglo 4%, temne 71%," african_minor 25%;Freetown;fish;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1885;Falaba;ENG;SRN;1718;african_minor 42%," mende 58%;Falaba;coffee;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1886;Bo;ENG;SRN;1187;mende 66%," black_muslim 34%;Bo;other_minerals;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Sierra Leone;ENG;;0;Temne 35%, Mende 31%, black_anglo 2%, african_minor 25%, black_muslim 7% ;5729;;;,,,,,,,,,,,,,,,,,,,,,,,,
2231;Saint Lucia;ENG;STL;173;black_anglo 85.3%, mestizo 10.9%, Indian 2.2%," white_anglo 1.7%;Saint Lucia;fruit;35;""north_america""",,,,,,,,,,,,,,,,,,,,,,,,,
"1954;Sao Tome;POR;STP;56;black_portuguese 100%;Sao Tome;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1827;Khartoum;ENG;SUD;5274;sunni_arab 100%;Khartoum;cotton;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1828;Wad Madani;ENG;SUD;2796;sunni_arab 100%;Wad Madani;cotton;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1829;Kassala;ENG;SUD;1171;sunni_arab 100%;Kassala;oil_seeds;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1830;Sennar;ENG;SUD;1532;sunni_arab 100%;Sennar;oil_seeds;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1831;Rabak;ENG;SUD;1188;sunni_arab 100%;Rabak;oil_seeds;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832;Fashoda;ENG;SUD,SSU;832;nuer 16%," sunni_arab 84%;Fashoda;petroleum;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1833;Suakin;ENG;SUD;1000;beja 80%," sunni_arab 20%;Suakin;wool;10;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1835;Dongola;ENG;SUD;1027;nuba 90%," sunni_arab 10%;Dongola;oil_seeds;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1836;Hayya;ENG;SUD;396;beja 71%," sunni_arab 29%;Hayya;oil_seeds;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1837;Atbara;ENG;SUD;1369;sunni_arab 100%;Atbara;oil_seeds;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1838;Obeid;ENG;SUD;2529;sunni_arab 100%;Obeid;wool;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1839;Nuhud;ENG;SUD;1320;sunni_arab 100%;Abyei;oil_seeds;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1840;Kaduqli;ENG;SUD;1111;sunni_arab 100%;South Kurdufan;wool;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
